Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews
Oslo Court,London,"French, Seafood, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",141,4.5,$$$$,693,"Its all been said just the greatest., Another lovely meal, 01/06/2018, 01/03/2018"
Hawksmoor Seven Dials,London,"Steakhouse, European, British, Gluten Free Options",142,4.5,$$$$,3455,"Great steak, Exceptional Service, 01/07/2018, 01/06/2018"
Boqueria,London,"Mediterranean, Spanish, Vegetarian Friendly, Gluten Free Options",143,4.5,$$ - $$$,482,"Awesome night, Decent tapas, 01/07/2018, 12/22/2017"
Eneko at One Aldwych,London,"Spanish, Grill, Contemporary, Vegetarian Friendly, Vegan Options, Gluten Free Options",144,4.5,$$ - $$$,275,"Best Restaurant Since Pied a Terre, In the dark of the night, there was a brig..., 01/07/2018, 12/22/2017"
Honest Burgers - Warren St,London,"Fast Food, American, British, Vegetarian Friendly, Gluten Free Options",145,4.5,$$ - $$$,212,"Great!, Excellent Service and Yummy Burgers, 01/04/2018, 01/03/2018"
Kaspars at The Savoy,London,"Seafood, European, British, Soups, Grill, Vegetarian Friendly, Vegan Options, Gluten Free Options",146,4.5,$$$$,1518,"A thoroughly convivial experience, Well executed continental staple, 01/05/2018, 01/04/2018"
Kazan Restaurant,London,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",147,4.5,$$ - $$$,1248,"Ah.Ma.Zing, Turkish twist to middle eastern, 01/08/2018, 01/06/2018"
Zuma,London,"Japanese, Sushi, Asian, Grill, Vegetarian Friendly, Vegan Options, Gluten Free Options",148,4.5,$$$$,2277,"Wonderful food and service, One of the best Japanese Restaurants, 01/08/2018, 01/07/2018"
The Ninth,London,"French, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",149,4.5,$$ - $$$,386,"Full of flavour!!!, Pleasant ambiance and great food, 01/06/2018, 01/03/2018"
Dinner by Heston Blumenthal,London,"British, Vegetarian Friendly, Vegan Options, Gluten Free Options",150,4.5,$$$$,4597,"You are going to love it here and will wan..., Amazing Dinner- decor needs updating, 01/07/2018, 01/03/2018"
Zizzi - Central St. Giles,London,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",151,4.5,$$ - $$$,602,"Great trip to zizzi, Great for lunch!, 01/06/2018, 01/06/2018"
The Wilmington,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly, Gluten Free Options",152,4.5,$$ - $$$,595,"Great food!, Superb pub, 01/08/2018, 01/02/2018"
Quilon,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",153,4.5,$$$$,1511,"""Best Indian food Ive ever had outside Ind..."", Wonderful seafood, 01/08/2018, 01/07/2018"
Honest Burgers - Portobello,London,"Fast Food, Vegetarian Friendly, Vegan Options, Gluten Free Options",154,4.5,$$ - $$$,474,"Great burgers as always!, Great burgers in an hidden jem, 12/31/2017, 12/20/2017"
Ishtar,London,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",155,4.5,$$ - $$$,558,"great service and atmosphere, Superb evening for our family, 01/07/2018, 01/01/2018"
Kirvem Restaurant,London,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal",156,4.5,$$ - $$$,144,"A great restaurant, Best restaurant in Limehouse, 01/08/2018, 01/05/2018"
Honest Burgers - Oxford Circus,London,"Vegetarian Friendly, Vegan Options, Gluten Free Options",157,4.5,$$ - $$$,529,"Good for quick and tasty food and drink, Best Honest Burgers branch and great manag..., 01/05/2018, 01/02/2018"
Zelman Meats,London,"American, Steakhouse, Barbecue, European, British, Gluten Free Options",158,4.5,$$ - $$$,553,"Lively Steak Place, Good job, 01/06/2018, 12/29/2017"
Randall & Aubin Restaurant,London,"French, Seafood, European, British, Vegetarian Friendly, Gluten Free Options",159,4.5,$$ - $$$,1057,"Another fabulous meal to start the year, Outstanding, 01/06/2018, 01/04/2018"
Galley Restaurant & Bar,London,"Seafood, International, Mediterranean, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",160,4.5,$$ - $$$,284,"Good for eating before/after shows at the..., Great food great atmosphere, 01/07/2018, 01/05/2018"
Da Paolo Restaurant,London,"Italian, Mediterranean, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",161,4.5,$$ - $$$,421,"A great experience, Fabulous Food!, 01/03/2018, 12/07/2017"
Margot,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",162,4.5,$$ - $$$,350,"Quick but Good, Nice place and service, 01/05/2018, 01/03/2018"
Laughing Gravy Bar & Restaurant,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",163,4.5,$$ - $$$,1665,"Fabulous Place !, Amazing New Year Meal, 01/03/2018, 01/02/2018"
Oka,London,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",164,4.5,$$ - $$$,602,"Sushi for a reasonable price, Consistently excellent, 01/04/2018, 12/30/2017"
Shahi Pakwaan,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",165,5,$$ - $$$,74,"Excellent !!, Lunch meal with family, 01/03/2018, 12/30/2017"
Ognisko Restaurant,London,"Polish, European, Eastern European, Central European, Vegetarian Friendly, Gluten Free Options",166,4.5,$$ - $$$,519,"My favourite eatery in London, Micheline star quality, 12/28/2017, 12/22/2017"
45 Jermyn St.,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",167,4.5,$$$$,395,"Superb Breakfast, The Best Martinis In Town, 01/06/2018, 01/01/2018"
Honest Burgers - Soho,London,"Fast Food, British, Vegetarian Friendly, Gluten Free Options",168,4.5,$$ - $$$,1776,"Best Burger and Chips in London, Simple restaurant - nice burgers, 01/07/2018, 01/03/2018"
Monmouth Kitchen,London,"Italian, Peruvian, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",169,4.5,$$ - $$$,566,"Absolutely awesome experience, Fine Peruvian cuisine, 01/04/2018, 01/03/2018"
Pollen Street Social,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",170,4.5,$$$$,2303,"Great buzzy place!!, Lovely meal, very rich!, 01/08/2018, 01/07/2018"
Da Mario Covent Garden,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",171,4.5,$$ - $$$,859,"Great option for a pre-theatre dinner, Our favourite London restaurant, 01/04/2018, 12/28/2017"
Cafe Rouge - Hays Galleria,London,"French, Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",172,4.5,$$ - $$$,571,"New year visit- Very happy customer, Brilliant cocktails, fancy but affordable..., 01/06/2018, 01/06/2018"
The Victoria,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly, Vegan Options",173,4.5,$$ - $$$,706,"Wow!!!, Great pub, great food, great atmosphere, 01/07/2018, 01/04/2018"
Murano,London,"Italian, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",174,4.5,$$$$,1472,"Friendly and very attentive service and in..., Fun - and extremely fine - dining, 01/07/2018, 01/07/2018"
Bombay Spice,London,"Indian, Balti, Bangladeshi, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",175,4.5,$$ - $$$,459,"Cold night, great curry, excellent service..., Excellent Indian food, 01/07/2018, 01/03/2018"
Portobello Garden Caffe,London,"Italian, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",176,4.5,$$ - $$$,280,"Delicious and affordable restaurant, Spectacular, 01/01/2018, 01/01/2018"
Hache Camden,London,"American, Vegetarian Friendly",177,4.5,$$ - $$$,1365,"Tasty food and super friendly staff, London trip, 01/02/2018, 12/30/2017"
Dishoom Shoreditch,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",178,4.5,$$ - $$$,2883,"Delicious modern Indian!!, Fantastic food, not your typical Indian fo..., 01/08/2018, 01/08/2018"
Memories of India Kensington,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",179,4.5,$$ - $$$,617,"Amazing food and service!, Sublime food, friendly service., 01/07/2018, 01/05/2018"
Donna Margherita Ristorante & Pizzeria,London,"Mediterranean, Italian, Pizza, Vegetarian Friendly, Vegan Options, Gluten Free Options",180,4.5,$$ - $$$,705,"Amazing Atmosphere and Food, Great authentic Neapolitan pizza, 01/02/2018, 12/31/2017"
Banana Tree - Soho,London,"Chinese, Vietnamese, Malaysian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",181,4.5,$$ - $$$,1399,"Good for a quick snack, Reminded me of a school canteen, 01/08/2018, 01/07/2018"
Bar + Block Steakhouse,London,"Pizza, International, Grill, Steakhouse, British, Vegetarian Friendly, Gluten Free Options",182,4.5,$$ - $$$,337,"Great food and Friendly Service ., Not a fault to be found, 01/07/2018, 01/07/2018"
The Queens Head,London,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",183,4.5,$$ - $$$,731,"Lovely place, Great food and very reasonable, 01/07/2018, 01/06/2018"
"The Mayfair Chippy, Fish and Chips",London,"Seafood, European, British, Vegetarian Friendly, Gluten Free Options",184,4.5,$$ - $$$,877,"lovely, Nice place for fish and chips, but prepare..., 01/07/2018, 01/07/2018"
Gordons Wine Bar,London,"Bar, British, Wine Bar, Vegetarian Friendly",185,4.5,$$ - $$$,1698,"cheese n wine.., Atmospheric wine bar in ancient vaults, 01/07/2018, 01/06/2018"
Celeste,London,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",186,4.5,$$$$,233,"Sophisticated, Perfection, 01/08/2018, 12/23/2017"
Helene Darroze at The Connaught,London,"French, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",187,4.5,$$$$,883,"High class place, Top notch food and service, 01/08/2018, 01/03/2018"
The Clove Club,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",188,4.5,$$$$,564,"fantastic, creative, meets the highest sta..., Very good, 01/07/2018, 01/03/2018"
Brumus - Haymarket Hotel,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",189,4.5,$$ - $$$,753,"Sublime, Spot on!, 01/06/2018, 01/05/2018"
Dishoom Carnaby,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",190,4.5,$$ - $$$,1420,"SUPERB. The staff made the difference., Spicy and very good Indian food, 01/07/2018, 01/06/2018"
The Hereford Arms,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly, Gluten Free Options",191,4.5,$$ - $$$,875,"A great English pub., Great pub food, 12/18/2017, 12/15/2017"
Steak & Co.,London,"Steakhouse, British, Vegetarian Friendly, Gluten Free Options",192,4.5,$$ - $$$,512,"Great steak and fun experience, Lunch before Theatre visit, 01/07/2018, 01/07/2018"
Bbar,London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",193,4.5,$$ - $$$,809,"A South African Gem, Stylish restaurant with character, 01/03/2018, 01/03/2018"
Padella,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",194,4.5,$$ - $$$,602,"Pasta feast, Worth the queue & stracci to die for!, 01/07/2018, 01/06/2018"
Barrafina,London,"Seafood, Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",195,4.5,$$ - $$$,1601,"What a wait !!!!! But worth it, best atmosphere & tapas in london., 01/08/2018, 01/04/2018"
Galvin at Windows Restaurant,London,"French, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",196,4.5,$$$$,2961,"Beautiful views and cocktails, Wonderful night, 01/05/2018, 01/04/2018"
ROKA Aldwych,London,"Japanese, Sushi, Asian, Grill, Vegetarian Friendly",197,4.5,$$$$,650,"Mouth watering, Relaxing, Ornate, Kick Off a Night, Awesom..., 01/07/2018, 01/07/2018"
Sen Viet,London,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options, Gluten Free Options",198,4.5,$,516,"Wonderful find😍, Amazing authentic food!, 01/07/2018, 01/07/2018"
The Balcon,London,"French, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",199,4.5,$$$$,1181,"Just right..., Birthday meal, 01/08/2018, 01/08/2018"
Khans of Kensington,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",200,4.5,$$ - $$$,877,"Small Restaurant, Fabulous - at last a good Indian restauran..., 12/27/2017, 12/20/2017"
Honest Burgers - Liverpool St,London,"Fast Food, British, Vegetarian Friendly, Gluten Free Options",201,4.5,$$ - $$$,362,"Lunch, A quick lunch first day of the year, 01/03/2018, 01/03/2018"
Baltic Restaurant & Bar,London,"Polish, European, Eastern European, Central European, Vegetarian Friendly, Vegan Options, Gluten Free Options",202,4.5,$$ - $$$,920,"A lovely polish restaurant with an amazing..., Always a good experience, 12/26/2017, 12/23/2017"
Outlaws at The Capital,London,"British, Seafood, European, Vegetarian Friendly, Gluten Free Options",203,4.5,$$$$,723,"A good lunch, Excellent lunch - everything was tasty, 01/08/2018, 01/04/2018"
Rucoletta Neapolitan Eatery,London,"Italian, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",204,4.5,$$ - $$$,540,"Lovely ambience, Back again baby, 12/31/2017, 12/30/2017"
Senor Ceviche,London,"Peruvian, Latin, Vegetarian Friendly, Vegan Options, Gluten Free Options",205,4.5,$$ - $$$,695,"Good food, Tasty, 01/06/2018, 01/04/2018"
Palms of Goa,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",206,4.5,$$ - $$$,521,"Excellent Indian foot in Fitzrovia, Thali Mazing, 12/29/2017, 12/22/2017"
The Palomar,London,"Mediterranean, Middle Eastern, Israeli, Vegetarian Friendly, Vegan Options, Gluten Free Options",207,4.5,$$ - $$$,1092,"One of our favourite places in London, As good as ever or even better!, 01/08/2018, 01/07/2018"
Cork & Bottle,London,"European, British, Wine Bar, Vegetarian Friendly, Gluten Free Options",208,4.5,$$ - $$$,565,"Our favourite place for a time out from th..., Fabulous NYE Meal!, 01/02/2018, 01/02/2018"
Sticky Mango,London,"Thai, Fusion, Malaysian, Vegetarian Friendly, Vegan Options, Gluten Free Options",209,4.5,$$ - $$$,410,"You should eat here!, Very good, 01/05/2018, 01/04/2018"
San Carlo Cicchetti- Covent Garden,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",210,4.5,$$ - $$$,1369,"Just the ticket, Special Italian restaurant, 01/06/2018, 01/05/2018"
Macellaio RC South Kensington,London,"Italian, Mediterranean, European, Gluten Free Options",211,4.5,$$ - $$$,913,"Italian charm at its best!, New Year’s Eve. Casual, 01/08/2018, 12/31/2017"
Caminata,London,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",212,4.5,$$ - $$$,277,"Excellent food and atmosphere, Lovely food, fantastic service, 01/04/2018, 01/03/2018"
The Monkey Puzzle,London,"Bar, British, Pub, Vegetarian Friendly",213,4.5,$$ - $$$,413,"Great food at a friendly pub, Great place, 01/03/2018, 12/28/2017"
Le Bab,London,"Middle Eastern, Contemporary, Vegetarian Friendly, Vegan Options, Gluten Free Options",214,4.5,$$ - $$$,285,"Delicious! Go now!, Great Place to have a meal, 01/05/2018, 12/31/2017"
Lobos,London,"Mediterranean, Wine Bar, European, Spanish, Gluten Free Options, Vegetarian Friendly",215,4.5,$$ - $$$,550,"Sharing goodness, Lobos, 01/07/2018, 01/03/2018"
The Rajdoot,London,"Indian, Asian, Balti, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",216,4.5,$$ - $$$,1074,"Very good lunch, Delicious Indian meal!, 01/06/2018, 01/03/2018"
Dishoom Kings Cross,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",217,4.5,$$ - $$$,2263,"Best food ever!, Sophisticated Indian Cafe, 01/07/2018, 01/06/2018"
Palm Court at The Langham,London,"French, European, British, Vegetarian Friendly, Gluten Free Options",218,4.5,$$$$,907,"Amazing, No better afternoon tea, 01/07/2018, 01/03/2018"
Tozi Restaurant & Bar,London,"Italian, Mediterranean, European, Soups, Vegetarian Friendly, Vegan Options, Gluten Free Options",219,4.5,$$ - $$$,1515,"great good, Lovely restaurant, 01/07/2018, 01/05/2018"
Goodman City,London,"Steakhouse, European, British",220,4.5,$$$$,583,"Best steak quality, Always Excellent, 01/06/2018, 01/03/2018"
Flat Iron Beak Street,London,"Steakhouse, British, Gluten Free Options",221,4.5,$$ - $$$,2118,"Wonderful evening here, Perfect, but where is the olive oil?, 01/08/2018, 01/07/2018"
Kanada-Ya Ramen Bar,London,"Japanese, Asian, Soups",222,4.5,$$ - $$$,477,"Fun and exciting, Excellent food, 01/08/2018, 01/06/2018"
Absurd Bird Spitalfields,London,"American, Southwestern, Bar, Diner, Gluten Free Options",223,4.5,$$ - $$$,443,"Loved it!, Best Chicken in London, 01/07/2018, 01/07/2018"
Da Mario,London,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",224,4.5,$$ - $$$,982,"Excellent local Italian, This is currently closed, 01/08/2018, 01/05/2018"
Skinners Arms,London,"Bar, British, Pub, Grill, Vegetarian Friendly",225,4.5,$,484,"Great service, Pub grub, 12/29/2017, 12/21/2017"
Efes Meze,London,"Greek, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",226,4.5,$$ - $$$,352,"Amazing!, Lovely meal for five., 12/31/2017, 12/28/2017"
Sky Garden,London,"Bar, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",227,4.5,$$ - $$$,666,"Dinner with Our Family, Drinks with a view, 01/04/2018, 01/03/2018"
